,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Security,GICS Sector,GICS Sub-Industry,News - All News Volume,News - Volume,News - Positive Sentiment,News - Negative Sentiment,News - New Products,News - Layoffs,News - Analyst Comments,News - Stocks,News - Dividends,News - Corporate Earnings,News - Mergers & Acquisitions,News - Store Openings,News - Product Recalls,News - Adverse Events,News - Personnel Changes,News - Stock Rumors
14,2021-12-13,66.44999694824219,67.8499984741211,66.44999694824219,67.45999908447266,66.0602798461914,2500200.0,XEL,Xcel Energy,Utilities,Multi-Utilities,477281.0,15.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2021-04-15,46.560001373291016,46.83000183105469,46.22999954223633,46.380001068115234,45.16894912719727,2211900.0,HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,549711.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
16,2020-12-07,50.90999984741211,51.0099983215332,49.90999984741211,50.02999877929688,49.05289840698242,5132200.0,EBAY,eBay,Consumer Discretionary,Internet & Direct Marketing Retail,452842.0,81.0,7.0,5.0,1.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
17,2021-10-18,449.6099853515625,462.3500061035156,448.5,461.9500122070313,459.7579345703125,2141300.0,COST,Costco,Consumer Staples,Hypermarkets & Super Centers,484736.0,55.0,8.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,2021-11-12,183.57000732421875,185.6999969482422,181.5500030517578,184.7899932861328,182.3419647216797,1847600.0,ADI,Analog Devices,Information Technology,Semiconductors,528585.0,16.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,2020-12-01,120.20999908447266,121.6500015258789,119.47000122070312,120.88999938964844,115.77154541015624,1457000.0,MTB,M&T Bank,Financials,Regional Banks,526891.0,21.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-12-22,323.3099975585937,324.3800048828125,318.6499938964844,320.5599975585937,319.0801086425781,120300.0,TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,467343.0,55.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
21,2021-03-22,135.6300048828125,138.1999969482422,135.08999633789062,137.8000030517578,133.1493682861328,7813400.0,PEP,PepsiCo,Consumer Staples,Soft Drinks,482238.0,79.0,2.0,11.0,0.0,0.0,20.0,22.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
22,2022-05-18,38.75,38.93000030517578,37.459999084472656,37.619998931884766,37.48764419555664,1860600.0,XRAY,Dentsply Sirona,Health Care,Health Care Supplies,546053.0,38.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,7.0,1.0,0.0,0.0,14.0,0.0,0.0
23,2022-05-02,331.9200134277344,333.3800048828125,311.4200134277344,319.3599853515625,316.6988525390625,465600.0,ESS,Essex Property Trust,Real Estate,Residential REITs,430257.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,2020-11-18,18.920000076293945,19.18000030517578,18.76000022888184,18.84000015258789,18.163349151611328,6648000.0,NLOK,NortonLifeLock,Information Technology,Application Software,552748.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2022-06-29,212.1000061035156,214.05999755859372,209.4199981689453,212.91000366210935,212.91000366210935,478700.0,RMD,ResMed,Health Care,Health Care Equipment,536364.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
26,2022-06-29,94.22000122070312,94.3000030517578,92.3000030517578,93.3000030517578,93.3000030517578,2504100.0,RTX,Raytheon Technologies,Industrials,Aerospace & Defense,536364.0,187.0,4.0,0.0,11.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,2021-10-22,207.97999572753903,209.30999755859372,206.8500061035156,209.08999633789065,208.00148010253903,339700.0,MCK,McKesson,Health Care,Health Care Distributors,538127.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2021-03-30,124.61000061035156,125.6999969482422,124.41000366210938,124.83999633789062,123.75450134277344,1033700.0,A,Agilent Technologies,Health Care,Health Care Equipment,517078.0,22.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2021-11-03,72.37000274658203,74.4800033569336,72.1500015258789,74.38999938964844,72.46160888671875,2208400.0,VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",436558.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2021-09-27,48.34999847412109,49.209999084472656,48.290000915527344,48.79999923706055,47.29482269287109,6688800.0,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,489554.0,134.0,3.0,13.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,2020-11-30,77.86000061035156,79.12999725341797,76.0,76.16999816894531,74.19703674316406,3551200.0,DFS,Discover Financial,Financials,Consumer Finance,465582.0,66.0,2.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0
32,2021-06-08,62.84999847412109,62.84999847412109,62.09999847412109,62.59000015258789,60.47574234008789,1202700.0,EVRG,Evergy,Utilities,Electric Utilities,526790.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2022-01-04,69.79000091552734,70.5,69.62000274658203,69.6500015258789,68.02925872802734,820700.0,PNW,Pinnacle West,Utilities,Multi-Utilities,465097.0,12.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,2022-05-23,101.16000366210938,101.16000366210938,97.37999725341795,98.54000091552734,98.54000091552734,926200.0,CTLT,Catalent,Health Care,Pharmaceuticals,440575.0,16.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,2022-05-25,170.19000244140625,172.16000366210938,169.13999938964844,170.72000122070312,170.3926544189453,609400.0,VRSK,Verisk,Industrials,Research & Consulting Services,561169.0,21.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
36,2022-06-29,74.73999786376953,75.68000030517578,72.41000366210938,75.44999694824219,75.44999694824219,2306900.0,DXCM,Dexcom,Health Care,Health Care Equipment,536364.0,17.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
37,2022-03-15,84.11000061035156,84.37999725341797,82.30000305175781,83.16999816894531,82.91456604003906,5805400.0,SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,544876.0,16.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2021-12-10,31.1200008392334,31.18000030517578,30.709999084472656,30.86000061035156,30.824201583862305,1807500.0,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,525132.0,21.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
39,2021-09-17,509.2900085449219,512.1500244140625,501.5199890136719,503.5400085449219,499.7796020507813,908000.0,DPZ,Domino's,Consumer Discretionary,Restaurants,537316.0,16.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,2020-12-23,152.8000030517578,153.60000610351562,151.89999389648438,151.94000244140625,146.3194580078125,4607300.0,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,452363.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,2021-01-06,94.36000061035156,97.79000091552734,93.8499984741211,97.47000122070312,96.06407928466795,624700.0,GL,Globe Life,Financials,Life & Health Insurance,492586.0,8.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-10-21,61.560001373291016,61.56999969482422,60.02000045776367,60.68999862670898,60.68999862670898,3869300.0,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",579161.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
43,2021-06-17,153.24000549316406,153.57000732421875,148.60000610351562,148.8699951171875,145.65414428710938,1108900.0,TRV,The Travelers Companies,Financials,Property & Casualty Insurance,600942.0,27.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
44,2020-10-29,190.3999938964844,204.0800018310547,190.2100067138672,201.9499969482422,197.672119140625,1351500.0,KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,579563.0,54.0,2.0,1.0,0.0,0.0,30.0,30.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0
45,2021-04-22,122.5999984741211,124.6500015258789,121.9000015258789,122.88999938964844,122.88999938964844,984300.0,CPRT,Copart,Industrials,Diversified Support Services,560993.0,13.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2021-06-03,58.369998931884766,58.630001068115234,56.7400016784668,56.7599983215332,56.7599983215332,6163100.0,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,570897.0,37.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2021-11-29,433.7900085449219,437.6099853515625,428.6600036621094,434.7300109863281,432.5082702636719,337600.0,CTAS,Cintas,Industrials,Diversified Support Services,461692.0,27.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
48,2022-06-27,28.739999771118164,29.100000381469727,28.649999618530277,28.989999771118164,28.989999771118164,2851600.0,CNP,CenterPoint Energy,Utilities,Multi-Utilities,433341.0,40.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0
49,2022-04-06,55.83000183105469,56.150001525878906,53.47999954223633,54.119998931884766,53.87611389160156,6359400.0,EBAY,eBay,Consumer Discretionary,Internet & Direct Marketing Retail,552944.0,126.0,2.0,6.0,2.0,0.0,13.0,14.0,0.0,5.0,1.0,0.0,2.0,5.0,1.0,0.0
50,2022-03-15,128.82000732421875,131.02999877929688,128.25999450683594,130.72000122070312,129.26539611816406,674200.0,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,544876.0,22.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
51,2021-06-03,94.5,95.70999908447266,94.06999969482422,94.9800033569336,94.41876983642578,3805100.0,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,570897.0,26.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
52,2020-12-22,52.79999923706055,53.0,52.310001373291016,52.650001525878906,49.94562530517578,3137900.0,EVRG,Evergy,Utilities,Electric Utilities,467343.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
53,2021-04-07,203.97999572753903,204.6999969482422,199.57000732421875,200.2400054931641,195.58657836914065,717200.0,SWK,Stanley Black & Decker,Industrials,Industrial Machinery,552428.0,29.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
54,2021-04-23,285.5199890136719,291.1099853515625,284.7099914550781,290.29998779296875,281.98779296875,885600.0,APD,Air Products and Chemicals,Materials,Industrial Gases,522950.0,58.0,2.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
55,2021-07-23,198.0,201.4199981689453,197.6100006103516,200.83999633789065,198.6539001464844,3358100.0,LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,490773.0,49.0,5.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
56,2021-12-23,224.38999938964844,226.72000122070312,223.5800018310547,225.52999877929688,224.71421813964844,475600.0,VRSK,Verisk,Industrials,Research & Consulting Services,470666.0,17.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
57,2021-12-17,104.29000091552734,104.63999938964844,101.12000274658205,101.37000274658205,100.31935119628906,2359000.0,CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,524653.0,11.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2021-05-28,218.4900054931641,219.3000030517578,217.0800018310547,218.05999755859372,214.15794372558597,824400.0,LHX,L3Harris,Industrials,Aerospace & Defense,519032.0,15.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
59,2021-05-13,138.6999969482422,141.9600067138672,138.36000061035156,141.4199981689453,138.66485595703125,1272300.0,WM,Waste Management,Industrials,Environmental & Facilities Services,558447.0,23.0,0.0,12.0,0.0,0.0,7.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
60,2021-01-11,55.59999847412109,57.380001068115234,55.43000030517578,56.900001525878906,55.48977279663086,749900.0,AOS,A. O. Smith,Industrials,Building Products,442606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2021-07-29,200.0,200.0,197.94000244140625,198.1699981689453,191.2803649902344,2120200.0,MMM,3M,Industrials,Industrial Conglomerates,583209.0,91.0,2.0,1.0,1.0,0.0,26.0,28.0,0.0,18.0,5.0,0.0,0.0,9.0,0.0,0.0
62,2020-12-03,138.08999633789062,138.35000610351562,135.5399932861328,137.33999633789062,132.5074920654297,8742500.0,PG,Procter & Gamble,Consumer Staples,Personal Products,538096.0,45.0,2.0,0.0,2.0,0.0,2.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,2022-04-29,160.88999938964844,164.39999389648438,156.8000030517578,156.88999938964844,155.79579162597656,1363700.0,CPT,Camden Property Trust,Real Estate,Residential REITs,522101.0,31.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,19.0,1.0,0.0,0.0,5.0,0.0,0.0
64,2022-06-03,179.69000244140625,180.91000366210935,177.92999267578125,179.1300048828125,179.1300048828125,407400.0,MAA,Mid-America Apartment Communities,Real Estate,Residential REITs,525443.0,9.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2021-09-14,48.04999923706055,48.459999084472656,47.27000045776367,47.84999847412109,47.84999847412109,5553200.0,ON,ON Semiconductor,Information Technology,Semiconductors,573998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2021-04-01,13.960000038146973,14.079999923706056,13.859999656677246,13.899999618530272,13.334345817565918,7053700.0,VTRS,Viatris,Health Care,Pharmaceuticals,567839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2021-07-22,72.8499984741211,73.2699966430664,72.44000244140625,73.04000091552734,70.33418273925781,1754300.0,ED,Consolidated Edison,Utilities,Electric Utilities,537456.0,14.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
68,2021-07-20,118.5,119.8000030517578,116.3499984741211,116.48999786376952,114.91270446777344,2124400.0,ABC,AmerisourceBergen,Health Care,Health Care Distributors,535448.0,505.0,14.0,22.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0
69,2021-07-01,194.5,196.1000061035156,193.8500061035156,195.82000732421875,192.88526916503903,2456300.0,LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,575154.0,45.0,1.0,10.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,2021-03-03,226.3600006103516,230.8800048828125,221.72000122070312,222.22999572753903,219.88302612304688,834800.0,SBNY,Signature Bank,Financials,Regional Banks,589018.0,16.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2021-10-11,178.83999633789062,183.47999572753903,178.13999938964844,179.41000366210938,179.41000366210938,321400.0,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,441226.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2021-04-13,2403.919921875,2415.7900390625,2367.14990234375,2404.2900390625,2404.2900390625,789700.0,BKNG,Booking Holdings,Consumer Discretionary,Internet & Direct Marketing Retail,519974.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2020-11-19,15.329999923706056,15.649999618530272,15.15999984741211,15.619999885559082,14.657126426696776,4796800.0,KEY,KeyCorp,Financials,Regional Banks,550034.0,251.0,2.0,22.0,1.0,0.0,79.0,84.0,9.0,24.0,23.0,0.0,1.0,13.0,12.0,0.0
74,2021-09-03,91.88999938964844,92.45500183105467,91.58000183105467,91.81999969482422,90.91724395751952,1313400.0,OTIS,Otis Worldwide,Industrials,Industrial Machinery,525760.0,13.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
75,2022-01-04,91.5199966430664,93.02999877929688,91.37999725341795,92.25,90.80767822265624,1551500.0,EQR,Equity Residential,Real Estate,Residential REITs,465097.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
76,2021-12-14,212.69000244140625,218.88999938964844,209.76499938964844,217.66000366210935,217.66000366210935,2010400.0,ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,528844.0,23.0,2.0,1.0,0.0,0.0,6.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
77,2021-01-20,156.91000366210938,160.2899932861328,156.02999877929688,159.83999633789062,154.0226593017578,3029800.0,UPS,United Parcel Service,Industrials,Air Freight & Logistics,508157.0,109.0,6.0,9.0,5.0,3.0,29.0,30.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
78,2022-03-11,104.16999816894533,105.18000030517578,103.38999938964844,103.47000122070312,102.93634796142578,4799000.0,CVS,CVS Health,Health Care,Health Care Services,524774.0,93.0,2.0,16.0,2.0,0.0,7.0,7.0,2.0,5.0,1.0,0.0,0.0,15.0,11.0,0.0
79,2021-10-22,381.4700012207031,384.5899963378906,380.8399963378906,381.3299865722656,379.5081176757813,192400.0,MLM,Martin Marietta Materials,Materials,Construction Materials,538127.0,15.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
80,2020-11-24,219.7100067138672,222.72000122070312,217.22999572753903,222.07000732421875,211.5808868408203,1323700.0,PSA,Public Storage,Real Estate,Specialized REITs,529519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2020-10-15,54.68999862670898,55.72999954223633,54.43000030517578,55.66999816894531,54.46619415283203,1973400.0,MCHP,Microchip Technology,Information Technology,Semiconductors,580934.0,10.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82,2020-12-22,235.00999450683597,235.8000030517578,232.3500061035156,234.8999938964844,234.8999938964844,1127800.0,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,467343.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2021-03-10,167.0,170.39999389648438,166.4600067138672,168.4600067138672,165.4473114013672,3394900.0,LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,569779.0,71.0,0.0,23.0,1.0,0.0,11.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84,2021-09-24,289.8599853515625,293.4700012207031,289.0,291.7099914550781,291.7099914550781,817500.0,BIIB,Biogen,Health Care,Biotechnology,512404.0,40.0,0.0,2.0,2.0,0.0,13.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2020-12-15,1320.1800537109375,1354.47998046875,1318.449951171875,1346.4599609375,1346.4599609375,391600.0,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,506459.0,27.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,2022-02-09,39.709999084472656,41.060001373291016,39.619998931884766,40.29999923706055,40.12833023071289,16412000.0,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,565206.0,24.0,4.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
87,2021-07-21,59.81999969482422,60.68000030517578,59.59999847412109,60.36000061035156,58.31108093261719,5866800.0,NEM,Newmont,Materials,Gold,534391.0,49.0,0.0,1.0,0.0,0.0,11.0,12.0,12.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
88,2022-03-11,20.149999618530277,20.420000076293945,20.030000686645508,20.040000915527344,19.83591079711914,3791600.0,IVZ,Invesco,Financials,Asset Management & Custody Banks,524774.0,186.0,4.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0
89,2021-02-19,37.130001068115234,37.84999847412109,37.02999877929688,37.83000183105469,37.06951522827149,39023000.0,WFC,Wells Fargo,Financials,Diversified Banks,533978.0,52.0,2.0,2.0,0.0,0.0,19.0,19.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
90,2022-04-06,128.38999938964844,128.58999633789062,125.77999877929688,127.8499984741211,127.56161499023438,2057700.0,ZBH,Zimmer Biomet,Health Care,Health Care Equipment,552944.0,28.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,2021-09-07,64.77999877929688,64.81999969482422,63.43999862670898,63.52000045776367,62.19472503662109,1316500.0,CMS,CMS Energy,Utilities,Multi-Utilities,532333.0,119.0,5.0,5.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
